country,description,name,num_ratings,rating,rum_type
Guyana,,Uitvlugt Duncan Taylor Diamond Guyana Single Cask Rum 10,0,0.0,Aged
Madagascar,,Dzama Cognac Finish 5-Year,0,0.0,Gold
Denmark,,S.B.S. 2000 Jamaica,0,0.0,Aged
Reunion,,Savanna 2004 Bottled For Germany 14-Year,0,0.0,Aged
Brazil,,Novo Fogo Barrel 137,0,0.0,Aged
Germany,,Rum Company 15,0,0.0,Aged
United States,,Strike Dark,0,0.0,Dark
United States,,Kahunaville Party Coconut,0,0.0,Flavored
United States,,Bardenay Aged 5-Year,0,0.0,Aged
United States,,James River Jackson and James Copper Pot,0,0.0,Light
Germany,,Bondplan Claire,0,0.0,Light
Madagascar,,Dzama Cuvee Blanche Prestige,0,0.0,Light
United States,,Iron Goat Texas Heat,0,0.0,Flavored
Spain,,Aguere Coco,0,0.0,Flavored
Canada,,Wayward Wayward Distillation House,0,0.0,Aged
Guadeloupe,,Montebello 2018 Cuvée the Bolokos,0,0.0,Light
United States,,James River Paw Paw,0,0.0,Flavored
Mexico,,Matacaña Aguardiente,0,0.0,Aged
United States,,808 Red Canyon Spiced,0,0.0,Spiced
Spain,,Pujol Blanco,0,0.0,Light
Martinique,,HSE 1960,0,0.0,Aged
United Kingdom,,Cadenhead's 1998 Caroni Trinidad 20-Year,0,0.0,Aged
Guadeloupe,,Montebello 2017 Cannonball Ambre 2-Year,0,0.0,Gold
Caribbean,,Murray McDavid Nicaragua,0,0.0,Aged
United States,,Maui Gold,0,0.0,Gold
United States,"Copper Run Island Gold rum, a version of the base from their White Rum that’s aged in used cream sherry barrels for an unspecified amount of time and bottled at 80 proof. via  American Rum Report ",Copper Run Island Gold,0,0.0,Gold
Barbados,,Cockspur Green Apple Splash,0,0.0,Flavored
United Kingdom,,Snakepit Spiced,0,0.0,Spiced
United States,,Sugar Daddy Light,0,0.0,Light
United States,"Antelope Island Red rum, a version of their White Antelope Island Rum that’s aged in used Cabernet wine barrels for two years and then diluted to 90 proof with artesian well water. via  American Rum Report ",Antelope Island Red,0,0.0,Gold
United States,"Daufuskie Island Kona Edition rum, a version of the base used in their Silver Edition Rum that’s infused with locally roasted Kona coffee beans and bottled at 80 proof. via  American Rum Report ",Daufuskie Island Kona Edition,0,0.0,Flavored
United States,,Stoneyard Lucky-Oh,0,0.0,Flavored
United States,,Ghost Coast Tiki Spiced,0,0.0,Spiced
Bahamas,,Pirates Fire Vanilla,0,0.0,Aged
United Kingdom,,Cadenhead's Jamaican Green Label 14-Year,0,0.0,Aged
Germany,,Arnisser Kraeuterbitter,0,0.0,Dark
United States,,Maui Platinum,0,0.0,Light
United States,,Twisted Sun Gold,0,0.0,Gold
United States,,Vivacity Traditional,0,0.0,Aged
United States,,Just Rum Oregon Oak Rested,0,0.0,Gold
Reunion,,Isautier 3-Year,0,0.0,Aged
United Kingdom,,Samaroli Over the World,0,0.0,Aged
Caribbean,,Tres Hombres Dominican Premium 8-Year,0,0.0,Aged
United Kingdom,,Wester Pineapple,0,0.0,Flavored
United States,"Alligator Bay Saba Treasure rum, a version of their White Rum that’s infused with fennel and bottled at 80 proof. via  American Rum Report ",Alligator Bay Saba Treasure,0,0.0,Flavored
"Virgin Islands, British",,Caribaya Coconut,0,0.0,Flavored
Brazil,,Yaguara Oro Cachaca,0,0.0,Cachaca
Ecuador,,Pichincha 15-Year,0,0.0,Aged
Fiji,,Vanûa Brand,0,0.0,Aged
Denmark,,To Gents Pinerum,0,0.0,Spiced
Switzerland,,Cave Guildive 2005 Jamaica New Yarmouth 12-Year,0,0.0,Aged
Switzerland,,Cave Guildive 2005 Jamaica 13-Year,0,0.0,Aged
Trinidad and Tobago,,10 Cane 1999 Guyana 15-Year,0,0.0,Aged
United Kingdom,,Navy Neaters 95.5,0,0.0,Overproof
Switzerland,,Cave Guildive 2006 Panama 13-Year,0,0.0,Aged
Panama,,Colibri Alma,0,0.0,Aged
Brazil,,Santo Grau Paraty Cachaca,0,0.0,Cachaca
United States,,St Johnsbury Dunc's Elderflower,0,0.0,Flavored
Caribbean,,Plantation 2000 Trinidad Old Reserve Pierre Ferrand,0,0.0,Aged
Panama,,Colibri Teaky,0,0.0,Aged
Panama,,Colibri Totumo,0,0.0,Aged
Panama,,Colibri Beijaflor,0,0.0,Aged
Dominican Republic,,Cubaney Spiced,0,0.0,Spiced
Dominican Republic,,Bavaro Brut,0,0.0,Gold
United Kingdom,,Diablesse Golden Caribbean,0,0.0,Gold
United Kingdom,,Bristol Classic 2003 Grenada,0,0.0,Aged
United States,,Mccormick Light,0,0.0,Light
United States,,Corina Spiced,0,0.0,Spiced
Martinique,,Saint James Tatanka,0,0.0,Agricole
United States,,Lost Ark Toasted Hazelnut Coffee,0,0.0,Flavored
United States,,Club Caribe Mango,0,0.0,Flavored
United States,,Striped Pig Light,0,0.0,Light
United States,,Ron Diaz Superior White,0,0.0,Light
United States,,Red Island Spiced,0,0.0,Spiced
Netherlands,,Flying Dutchman Sailor's Rantsoen,0,0.0,Gold
United States,,Black Roberts Silver,0,0.0,Light
Martinique,,J. Bally 1979,0,0.0,Agricole
Brazil,,Germana Caetano's Cachaca,0,0.0,Cachaca
Brazil,,Germana Brasil,0,0.0,Gold
United States,,Corina Coconut,0,0.0,Flavored
United States,,Bali Hali Tiki Dark,0,0.0,Dark
United States,,CH Silver,0,0.0,Light
Canada,,Malibu Sparkler,0,0.0,Flavored
Canada,,JD Shore Black,0,0.0,Dark
United States,,Kahakai Tiki Coconut Spiced,0,0.0,Flavored
United States,,Castaway Cove Spiced,0,0.0,Spiced
Denmark,,S.B.S. 1998 Panama,0,0.0,Aged
United States,"Islamorada Select Single Barrel rum, a molasses-based rum that’s distilled once in a pot still and then five times in a column still aged before it’s aged for a minimum of six months in medium toast American oak barrels. Bottled at 80 proof. via  American Rum Report ",Islamorada Select Single Barrel,0,0.0,Aged
United States,,Paul Revere White,0,0.0,Light
United States,,Little Toad Creek Silver,0,0.0,Light
United States,,Noco Aged,0,0.0,Aged
United States,,Bent Flamebringer Hot Pepper Infused,0,0.0,Flavored
United States,,Wicked Dolphin Due South,0,0.0,Gold
United States,,Denver Dark,0,0.0,Dark
Vietnam,,Belami 2016 Legacy 3-Year,0,0.0,Overproof
United States,"Roman Candy Strawberry rum, a version of their base rum that’s flavored with strawberry and bottled unaged at 70 proof. via  American Rum Report ",Roman Candy Strawberry,0,0.0,Flavored
Cuba,,Vigia 21-Year,0,0.0,Aged
United States,,Resurgence Silver,0,0.0,Light
United States,,Heaven Hill White,0,0.0,Light
United States,,Resurgence Spiced,0,0.0,Spiced
United States,,Jacquin's White,0,0.0,Light
Cuba,,Vigia 12-Year,0,0.0,Aged
United States,"Old New Orleans 121 Crystal Rum, an overproof version of their Crystal Rum that’s only proofed down to 121 proof before bottling. via  American Rum Report ",Old New Orleans 121,0,0.0,Overproof
United Kingdom,,Bristol Classic Barbados 1986 Rockley Still 26-Year,0,0.0,Aged
United States,,Tumbleroot Blanco,0,0.0,n/a
United States,,Tumbleroot Oro,0,0.0,Gold
"Virgin Islands, U.S.",,Cruzan Key Lime,0,0.0,Aged
British West Indies,,Tortuga Cream,0,0.0,Flavored
Germany,,Liquid Treasure 1999 Brazil Epris No. 1 17-Year,0,0.0,Aged
French Polynesia,,Tahiti Nui Brown,0,0.0,Gold
Czech Republic,,The Rum Factory R'um Factory Buchsdorf 10-Year,0,0.0,Aged
United States,,Kavana Silver,0,0.0,Light
United States,,Mountain Peak Espresso,0,0.0,Flavored
Jamaica,,Monymusk Adelphi Selection,0,0.0,Aged
Caribbean,,Lebensstern Caribbean,0,0.0,Gold
United States,,Bent Stormbringer Aged,0,0.0,Aged
United States,,Bodega Bay Silver,0,0.0,Light
United States,,Old Ipswich Lab & Cask Reserve,0,0.0,Aged
Brazil,,Tatuzinho 3 Fazendas,0,0.0,Light
Mexico,,SX Calypso,0,0.0,Flavored
United States,,Short Path Rosid,0,0.0,Flavored
United States,,Wicked Dolphin Rumshine Strawberry,0,0.0,Flavored
Grenada,,Westerhall Estate No 7,0,0.0,Aged
United States,"Cypress Creek Reserve Crystal rum, a double pot-distilled, molasses-based rum that’s carbon filtered and bottled unaged at 80 proof. via  American Rum Report ",Cypress Creek Reserve Crystal,0,0.0,Light
United States,,Dogmaster Dark,0,0.0,Aged
United States,,Bodega Bay Spiced,0,0.0,Spiced
Canada,,Malibu Peach Sparkler,0,0.0,Aged
United States,,Alamo Dark,0,0.0,Dark
Grenada,,Westerhall Estate No 3,0,0.0,Light
United States,,Bodega Bay Watka,0,0.0,Flavored
Netherlands,,Estaro Dark,0,0.0,Dark
United States,,Ian's Alley Light,0,0.0,Light
United States,"Dow’s Demise Dark rum, a hybrid pot/column-distilled, blackstrap molasses- and evaporated cane juice-based rum that’s aged 17 months in used bourbon barrels. Bottled at 90 proof. via  American Rum Report ",Dow’s Demise Dark,0,0.0,Dark
United States,"Wheat State White rum, a hybrid pot/column-distilled (three times through the pot, once through the column), 90% Louisiana baker’s grade molasses- and 10% turbinado sugar-based rum that comes off the still at 160 proof. It’s chill filtered and bottled unaged at 80 proof. via  American Rum Report ",Wheat State White,0,0.0,Light
Brazil,,Augusta Light,0,0.0,Light
United States,"Lassiter’s Au Cafe rum, a version of their North Carolina Rum that’s infused with locally roasted, ground coffee beans for 24-48 hours and then bottled at 80 proof. via  American Rum Report ",Lassiter’s Au Cafe,0,0.0,Flavored
Cuba,,Cane Island 2020 Barbados Single Blend 3-Year,0,0.0,Dark
French Polynesia,,Tahiti Nui White,0,0.0,Light
United States,,Carmelita's Fine Silver,0,0.0,Light
Brazil,,Novo Fogo Barrel 105,0,0.0,Aged
United States,"Wheat State Spiced rum, a version of the base used in their White Rum that’s aged in used bourbon barrels for seven months and then infused with cinnamon sticks, vanilla beans, cloves, and fresh ginger. It’s chill filtered and bottled at 80 proof. via  American Rum Report ",Wheat State Spiced,0,0.0,Spiced
Martinique,,Dillon Ambre,0,0.0,Gold
Guyana,,XM 7-Year,0,0.0,Aged
United States,"8 Shires Silver rum, a pot-distilled, Grade A molasses-based rum that’s bottled unaged at 83 proof. via  American Rum Report ",8 Shires Silver,0,0.0,Light
Mexico,,SX Samba,0,0.0,Flavored
India,,Super Master XXX,0,0.0,Gold
United States,,Bodega Bay Scorch,0,0.0,Aged
British West Indies,,Tortuga Liqueur,0,0.0,Flavored
United States,,Copper Run Spiced,0,0.0,Spiced
United States,,82 West Mutiny Pepper Spiced,0,0.0,Spiced
United States,,Iron Goat Amber,0,0.0,Gold
United States,"504 White rum, a pot-distilled, Louisiana molasses-based rum that’s bottled unaged at 80 proof with no added sugar or flavors. via  American Rum Report ",504 White,0,0.0,Light
United States,"Alander Spiced rum, a version of the base used in their White Rum that’s infused with whole bean spices (“commonly found in Scandinavian baking,” according to the distillery) and bottled at 86 proof. No artificial color or flavors added. via  American Rum Report ",Alander Spiced,0,0.0,Spiced
United States,"504 Hibiscus rum, a version of the based used in the distillery’s White Rum that’s infused with natural dried fruit, botanicals, and spices in the style of a rhum arrange and bottled unaged between 76-84 proof (it’s proofed to taste). via  American Rum Report ",504 Hibiscus,0,0.0,Flavored
United States,"Hartfield & Co. Aged rum, a version of the base used in their standard rum that’s aged in the distillery’s own used bourbon barrels for three months and bottled at 90 proof. via  American Rum Report ",Hartfield & Co. Aged,0,0.0,Gold
Panama,"A small batch of rums aged between 8 to 15 years. Each rum is selected for its unique and robust profile. 90 Points, 2020 Ultimate Spirits Challenge ",Grander Trophy Release,0,0.0,Aged
United States,,Silver Wolf Gold,0,0.0,Gold
Panama,,Malecon 2002 Rare Proof 17-Year,0,0.0,Aged
United States,"Steel Drum Gold rum, a pot-distilled, panela sugar- and Barbadian molasses-based rum that’s aged in new American white oak barrels for one year and bottled at 80 proof. via  American Rum Report ",Steel Drum Gold,0,0.0,Gold
United States,"Union Canal Light rum, a double pot-distilled, 50% cane sugar- and 50% Grade A molasses-based rum that’s bottled unaged at 90 proof. via  American Rum Report ",Union Canal Light,0,0.0,Light
United States,"Hidden Still Spiced rum, a version of the base used in their Union Canal Rum that’s blended with a house-made spice syrup and bottled at 70 proof. They create the syrup by steeping a combination of natural spices and fruit in a barrel-aged (one year) version of their Union Canal Rum. According to the distillery, this rum/spice syrup comprises 5% of the Spiced Rum. The remaining 95% is Union Canal Rum. via  American Rum Report ",Hidden Still Spiced,0,0.0,Spiced
United States,,Caribe Bay Silver Label,0,0.0,Light
United States,,1492 21-Year,0,0.0,Aged
France,,Chantal Comte Plantation de la Montagne Pelee Grand Hors d’Age,0,0.0,Agricole
United States,,Hye White,0,0.0,Light
United States,,Geek Golden,0,0.0,Aged
Denmark,,S.B.S. Belize 11-Year,0,0.0,Aged
United States,"Big Cypress Hell's Bay Orange Spiced rum, a version of their Hell’s Bay Rum that’s infused with orange peels, a blend of Florida citrus, spices, and mangrove honey. Bottled at 80 proof. via  American Rum Report ",Big Cypress Hell's Bay Orange Spiced,0,0.0,Flavored
Brazil,,Salinas Cristalina Cachaca,0,0.0,Cachaca
United States,,82 West 420,0,0.0,Aged
United States,"Vitae Distiller’s Reserve Barrel-Aged rum, a hybrid pot/column-distilled, evaporated cane juice-based rum that’s aged at 128.66 proof in used 59-gallon Cabernet wine and used 53-gallon bourbon barrels for over two years. Bottled unfiltered at 90 proof. This is a limited release. via  American Rum Report ",Vitae Distiller’s Reserve Barrel-Aged,0,0.0,Gold
United States,"Lassiter’s Amber rum, a version of the base used in their North Carolina Rum that spends about two months in new American white oak barrels. Bottled at 80 proof. via  American Rum Report ",Lassiter’s Amber,0,0.0,Gold
United States,,82 West Golf Coast Gold,0,0.0,Gold
Panama,,Bohemio 3-Year,0,0.0,Gold
Estonia,,Vana Tallinn Vana Tallin Signature,0,0.0,Dark
United States,,808 Red Canyon Gold,0,0.0,Gold
United States,,Texas Silver,0,0.0,Light
United Kingdom,,Coyaba Scorched Pineapple,0,0.0,Flavored
United States,"New Medford Overproof rum, a pot-distilled, blackstrap molasses- and cane juice-based rum that’s bottled unaged at 100 proof. (Formerly bottled as Rare Bird Overproof Rum.) via  American Rum Report ",New Medford Overproof,0,0.0,Overproof
Panama,,Rum Jumbie Mango Splash,0,0.0,Flavored
United States,"Buck-U Spiced rum, a version of the base used in their White Rum that’s infused with natural spices and bottled at 75 proof. via  American Rum Report ",Buck-U Spiced,0,0.0,Spiced
United States,"Buck-U White rum, a hybrid pot/column-distilled, cane sugar-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Buck-U White,0,0.0,Light
United States,"Gray Skies Silver rum, a hybrid pot/column-distilled, Louisiana turbinado sugar-based rum that’s bottled unaged at 80 proof. via  American Rum Report ",Gray Skies Silver,0,0.0,Light
United States,"Gray Skies Bartender’s Spiced rum, a version of the base used in their Silver Rum that’s infused with natural spices and bottled at 90 proof. via  American Rum Report ",Gray Skies Bartender’s Spiced,0,0.0,Spiced
United States,"Opportunity Gold rum, a pot-distilled, cane sugar-, baking molasses-, and blackstrap molasses-based rum that’s aged in used whiskey barrels for over one year and bottled at 80 proof. via  American Rum Report ",Opportunity Gold,0,0.0,Gold
United States,"Texas Gold rum, a version of the base used in their Silver Rum that’s aged for 20-30 months in new 10-gallon oak barrels and bottled at 84 proof with no caramel color or sugar added. via  American Rum Report ",Texas Gold,0,0.0,Gold
Trinidad and Tobago,,Ten to One Caribbean White Rum,0,0.0,Light
Australia,,Beenleigh White 3-Year,0,0.0,Light
Trinidad and Tobago,,Ten to One Caribbean Dark Rum,0,0.0,Aged
